achieved epsilon,fairness gap,number answered,student accuracy,coverage
1.9938030391040191,0.049942193591201,39500,87.09313028198477,0.8242068965517242
0.9908281917574705,0.010044210423158076,39500,85.38646696977801,0.6446551724137931
1.9938030391040191,0.010063990929227218,39500,85.11359423820367,0.6511379310344828
2.494067492691376,0.010031984762882362,39500,85.03599407156469,0.651448275862069
2.9968097918893446,0.010014658320352268,39500,85.00397140587768,0.6512068965517241
3.4971689405985678,0.010039398617266049,39500,84.95767195767196,0.6517241379310345
1.9938030391040191,0.049942193591201,39500,87.09313028198477,0.8242068965517242
0.9908281917574705,0.09983095312388768,39500,88.74286702403597,0.9970689655172413
2.9968097918893446,0.09987836796660984,39500,88.4704499083584,0.9971379310344828
0.9908281917574705,0.10206039099387638,39500,88.75823304251871,0.9999655172413793
1.4961927936732826,0.10163914542776444,39500,88.58926169867927,0.9999655172413793
2.494067492691376,0.10177894690956242,39500,88.47201627642332,0.9999655172413793
3.4971689405985678,0.10184516540902543,39500,88.44442911824545,0.9999655172413793
0.9908281917574705,0.1020646220724796,39500,88.75862068965517,1.0
1.9938030391040191,0.10164708317666393,39500,88.52413793103449,1.0
2.9968097918893446,0.10198921751251486,39500,88.48275862068965,1.0
1.4961927936732826,0.010056200977482235,39500,85.11395633002178,0.6490689655172414
1.4961927936732826,0.04998718653311586,39500,87.14333669016449,0.8217931034482758
1.4961927936732826,0.09986709473532146,39500,88.57577538812627,0.9972758620689656
0.9908281917574705,0.04998761670686655,39500,87.37798436509614,0.8160344827586207
1.4961927936732826,0.10163914542776444,39500,88.58926169867927,0.9999655172413793
1.9938030391040191,0.049942193591201,39500,87.09313028198477,0.8242068965517242
1.4961927936732826,0.10164341070677207,39500,88.5896551724138,1.0
2.494067492691376,0.04997301277257803,39500,87.0828803211508,0.8246206896551724
2.9968097918893446,0.04999675051902841,39500,87.10365598594495,0.8243448275862069
3.4971689405985678,0.049967375315991464,39500,87.07898035938153,0.8251724137931035
