epsilon,violation,accuracy,coverage
0.9917119012546116,0.0092592095526637,67.11833785004517,0.738
3.999463582415808,0.0099955921186826,73.45276872964169,0.8186666666666667
5.989514388481506,0.0091981768269412,79.40140845070422,0.7573333333333333
7.99924861299619,0.0059998929927294,81.6505706760316,0.7593333333333333
1.988087676569879,0.0104381536907459,72.55546425636811,0.8113333333333334
3.999463582415808,0.0183439909296275,74.69586374695864,0.822
5.989514388481506,0.019157502705445,79.06224737267583,0.8246666666666667
7.99924861299619,0.0158934148289843,81.35179153094462,0.8186666666666667
9.99591883622023,0.0147124409322954,82.6157595450853,0.8206666666666667
0.9917119012546116,0.0468899182436317,66.59619450317125,0.946
3.999463582415808,0.0478598520225591,76.21540762902019,0.8913333333333333
5.989514388481506,0.0460809352620094,79.7864225781846,0.874
7.99924861299619,0.0470527089708791,81.3989239046887,0.8673333333333333
0.9917119012546116,0.0691127278622122,66.44340254521099,0.9953333333333332
5.989514388481506,0.0951046141275324,80.49853372434018,0.9093333333333332
7.99924861299619,0.09668548713517,81.50887573964496,0.9013333333333332
3.999463582415808,0.1492882786373607,77.13690062543434,0.9593333333333334
5.989514388481506,0.1455952909524721,79.38071780436313,0.9473333333333334
1.988087676569879,0.0202511638069907,72.22641509433963,0.8833333333333333
7.99924861299619,0.145673041853842,82.32359230220955,0.9353333333333332
1.988087676569879,0.0484816019434556,72.12518195050946,0.916
1.988087676569879,0.0992460574125629,72.03626220362622,0.956
3.999463582415808,0.1987127648466768,77.123745819398,0.9966666666666668
1.988087676569879,0.1441889914580364,72.25981055480379,0.9853333333333332
5.989514388481506,0.196494128932185,79.71506105834465,0.9826666666666668
7.99924861299619,0.1956498623740564,82.09366391184572,0.968
5.989514388481506,0.2023126921380973,79.45113788487282,0.996
7.99924861299619,0.2431567463258027,81.37188971082716,0.9913333333333332
9.99591883622023,0.2018761438323494,81.76943699731903,0.9946666666666668
