threshold,max fairness violation,sigma gnmax,sigma threshold,budget,achieved budget,accuracy,fairness disparity gaps,expected number answered,number answered,sensitive accuracy
130.0,0.0,10.0,100.0,1.0,0.9594304018205736,80.0,0.5555549382722909,12.704054815752722,10,[66.66666667 85.71428571]
130.0,0.0,10.0,100.0,2.0,1.9942171021382908,87.20930232558139,0.20238096782877824,88.2563557252285,86,[87.27272727 87.09677419]
130.0,0.0,10.0,100.0,3.0,2.991178004491184,81.28342245989305,0.10323384290456511,194.47991562501304,187,[84.25925926 77.21518987]
130.0,0.0,10.0,100.0,4.0,3.396655814779131,83.96946564885496,0.00011769595642868724,255.9545011279239,262,[85.06493506 82.40740741]
130.0,0.0,10.0,100.0,5.0,3.396655814779131,83.96946564885496,0.00011769595642868724,255.9545011279239,262,[85.06493506 82.40740741]
130.0,0.0,10.0,100.0,6.0,3.396655814779131,83.96946564885496,0.00011769595642868724,255.9545011279239,262,[85.06493506 82.40740741]
130.0,0.0,10.0,100.0,7.0,3.396655814779131,83.96946564885496,0.00011769595642868724,255.9545011279239,262,[85.06493506 82.40740741]
130.0,0.0,10.0,100.0,8.0,3.396655814779131,83.96946564885496,0.00011769595642868724,255.9545011279239,262,[85.06493506 82.40740741]
130.0,0.0,10.0,100.0,9.0,3.396655814779131,83.96946564885496,0.00011769595642868724,255.9545011279239,262,[85.06493506 82.40740741]
130.0,0.0,10.0,100.0,10.0,3.396655814779131,83.96946564885496,0.00011769595642868724,255.9545011279239,262,[85.06493506 82.40740741]
130.0,0.05,10.0,100.0,1.0,0.9594304018205736,80.0,0.5555549382722909,12.704054815752722,10,[66.66666667 85.71428571]
130.0,0.05,10.0,100.0,2.0,1.9942171021382908,87.20930232558139,0.20238096782877824,88.2563557252285,86,[87.27272727 87.09677419]
130.0,0.05,10.0,100.0,3.0,2.991178004491184,81.28342245989305,0.10323384290456511,194.47991562501304,187,[84.25925926 77.21518987]
130.0,0.05,10.0,100.0,4.0,3.9980142719495815,84.98727735368956,0.04485597458754503,393.0383971075435,393,[85.35564854 84.41558442]
130.0,0.05,10.0,100.0,5.0,4.997807815044721,85.92870544090056,0.04654734969435026,539.0146319266458,533,[86.64688427 84.69387755]
130.0,0.05,10.0,100.0,6.0,5.994940941107284,85.33145275035261,0.04605263573064011,729.9877171926302,709,[86.95652174 82.72058824]
130.0,0.05,10.0,100.0,7.0,6.98751157270012,86.16024973985432,0.04711105279255695,970.4291021265726,961,[86.33333333 85.87257618]
130.0,0.05,10.0,100.0,8.0,7.994954216214179,86.8959868959869,0.043614758881265814,1262.9435112679257,1221,[87.96791444 85.20084567]
130.0,0.05,10.0,100.0,9.0,8.99770067862974,87.23118279569893,0.04622597544959661,1512.9936590488549,1488,[87.52808989 86.78929766]
130.0,0.05,10.0,100.0,10.0,9.98843188767202,86.73191952147907,0.03975882102322459,1830.0361037876075,1839,[87.54448399 85.45454545]
130.0,0.1,10.0,100.0,1.0,0.9594304018205736,80.0,0.5555549382722909,12.704054815752722,10,[66.66666667 85.71428571]
130.0,0.1,10.0,100.0,2.0,1.9942171021382908,87.20930232558139,0.20238096782877824,88.2563557252285,86,[87.27272727 87.09677419]
130.0,0.1,10.0,100.0,3.0,2.983359787800847,83.88888888888889,0.11170569751568343,188.2285241357692,180,[85.71428571 81.33333333]
130.0,0.1,10.0,100.0,4.0,3.9999132402315203,84.63541666666667,0.09024369739269761,386.2077056262317,384,[85.28138528 83.66013072]
130.0,0.1,10.0,100.0,5.0,4.983228794873874,86.58088235294117,0.0920095508846902,543.6930604171822,544,[87.20930233 85.5       ]
130.0,0.1,10.0,100.0,6.0,5.999926015818161,85.59556786703601,0.09992372434502145,730.5762976647312,722,[85.52036199 85.71428571]
130.0,0.1,10.0,100.0,7.0,6.999099559190081,85.89211618257261,0.09464152127152309,971.3344049909086,964,[86.02329451 85.67493113]
130.0,0.1,10.0,100.0,8.0,7.9927807365654875,87.08133971291866,0.09227180983153771,1282.3961006928216,1254,[88.00521512 85.62628337]
130.0,0.1,10.0,100.0,9.0,8.992818433987058,86.97674418604652,0.0837670417597779,1534.5802303797122,1505,[88.44444444 84.79338843]
130.0,0.1,10.0,100.0,10.0,9.997837184501186,87.23860589812332,0.09387779898267279,1863.6679069011361,1865,[87.91593695 86.16874136]
130.0,0.15,10.0,100.0,1.0,0.9594304018205736,80.0,0.5555549382722909,12.704054815752722,10,[66.66666667 85.71428571]
130.0,0.15,10.0,100.0,2.0,1.9942171021382908,87.20930232558139,0.20238096782877824,88.2563557252285,86,[87.27272727 87.09677419]
130.0,0.15,10.0,100.0,3.0,2.9995880317274466,83.97790055248619,0.11657826113969971,195.2032930818184,181,[85.8490566  81.33333333]
