threshold,max fairness violation,sigma gnmax,sigma threshold,budget,achieved budget,accuracy,fairness disparity gaps,expected number answered,number answered,sensitive accuracy
120.0,0.0,20.0,110.0,1.25,1.248258738811077,89.28571428571429,0.11813535686091586,106.57462947000282,112,[90.16393443 88.23529412]
120.0,0.0,20.0,110.0,1.5,1.4948849468554042,91.55844155844156,0.15283398863624192,150.34168089591637,154,[92.59259259 90.4109589 ]
120.0,0.0,20.0,110.0,1.75,1.7499076482386513,91.41414141414141,0.0759803839418742,197.04245732448885,198,[94.23076923 88.29787234]
120.0,0.0,20.0,110.0,2.25,2.2486828995678265,88.0794701986755,0.03243670719238489,307.51953406659726,302,[89.93710692 86.01398601]
120.0,0.0,20.0,110.0,2.5,2.2580626367362653,88.48684210526316,0.025374104223063146,308.4779468897722,304,[88.75       88.19444444]
120.0,0.0,20.0,110.0,2.75,2.2580626367362653,88.48684210526316,0.025374104223063146,308.4779468897722,304,[88.75       88.19444444]
120.0,0.0,20.0,110.0,3.0,2.2580626367362653,88.48684210526316,0.025374104223063146,308.4779468897722,304,[88.75       88.19444444]
120.0,0.0,20.0,110.0,3.25,2.2580626367362653,88.48684210526316,0.025374104223063146,308.4779468897722,304,[88.75       88.19444444]
120.0,0.0,20.0,110.0,3.5,2.2580626367362653,88.48684210526316,0.025374104223063146,308.4779468897722,304,[88.75       88.19444444]
120.0,0.0,20.0,110.0,3.75,2.2580626367362653,88.48684210526316,0.025374104223063146,308.4779468897722,304,[88.75       88.19444444]
120.0,0.05,20.0,110.0,1.25,1.248258738811077,89.28571428571429,0.11813535686091586,106.57462947000282,112,[90.16393443 88.23529412]
120.0,0.05,20.0,110.0,1.5,1.4948849468554042,91.55844155844156,0.15283398863624192,150.34168089591637,154,[92.59259259 90.4109589 ]
120.0,0.05,20.0,110.0,1.75,1.7499076482386513,91.4572864321608,0.07645630237175877,197.04245732448885,199,[94.28571429 88.29787234]
120.0,0.05,20.0,110.0,2.25,2.249687470598478,92.17687074829932,0.07222221748456821,297.92592304580467,294,[92.85714286 91.42857143]
