achieved epsilon,fairness gap,query fairness gap,number answered,student accuracy,student auc,coverage
1.9709862256676434,3.0942727236027423e-07,0.24999979166684028,13,69.81132075471699,0.6981981981981982,1.0
1.9709862256676434,3.0942727236027423e-07,0.24999979166684028,13,69.81132075471699,0.6981981981981982,1.0
1.9709862256676434,3.0942727236027423e-07,0.24999979166684028,13,69.81132075471699,0.6981981981981982,1.0
13.992693925451539,0.0026044485811320683,0.0032826970366925945,576,76.3157894736842,0.8208990240240239,0.9559748427672956
15.988053045856006,0.0062614282333885996,0.009378547071497628,718,77.41935483870968,0.8269519519519519,0.9748427672955975
7.997530573613011,0.04511277856294898,0.006385318805274709,223,71.89542483660131,0.7090840840840842,0.9622641509433962
13.998727913064759,0.030769446627113117,0.004076469143246553,626,74.60317460317461,0.7777777777777778,0.7924528301886793
9.991093629910452,0.0026044485811320683,0.004000025973328825,325,74.34210526315789,0.8282657657657657,0.9559748427672956
15.999594645944718,0.048951262164303566,0.020054505413909518,761,78.4,0.8109046546546547,0.7861635220125787
11.984324189991414,0.009001881832136127,0.0029411987428507036,453,80.83333333333333,0.7488738738738738,0.7547169811320755
13.99719656984771,0.0792365945673241,0.02838467266454958,604,76.72955974842768,0.7980480480480481,1.0
7.972159659262852,0.007518796427158163,0.014042658146645959,238,69.18238993710692,0.7569444444444444,1.0
9.975188179418083,0.03777497179620026,0.03732201680747815,335,78.26086956521739,0.7978603603603605,0.8679245283018868
15.99536020564734,0.02024315147871225,0.05136280466083509,757,77.35849056603773,0.8380255255255256,1.0
11.993137927155368,0.03296704209099289,0.01258886699197359,481,74.34210526315789,0.7424924924924925,0.9559748427672956
13.981270528163938,0.058704675147357,0.035795275113867375,625,74.21383647798743,0.7907282282282283,1.0
7.993079873985307,0.007518796427158163,0.014552040835056346,247,70.44025157232704,0.7845345345345345,1.0
15.986612515979342,0.026894406373016544,0.0327850121631017,799,72.95597484276729,0.8168168168168168,1.0
9.996105167245476,0.0008678509601263151,0.06420076212591774,358,71.06918238993711,0.7073948948948948,1.0
11.998150474852258,0.06506654324586168,0.028835193226975475,481,76.72955974842768,0.7743993993993994,1.0
13.997613544715854,0.010989271985846205,0.04996664102246484,606,77.9874213836478,0.7719594594594594,1.0
7.969495622601489,0.015037592854316327,0.046443203505964537,253,71.06918238993711,0.788475975975976,1.0
15.98072077081887,0.004048630295742456,0.04280691364712408,789,77.9874213836478,0.8305180180180181,1.0
9.997084433226993,0.033545661267320726,0.06689413741060846,359,73.58490566037736,0.7706456456456456,1.0
13.999331150030901,0.018508068413004453,0.034997892515186146,596,76.1006289308176,0.8074324324324325,1.0
11.995568221937743,0.04858325412163711,0.020376592106712166,506,76.1006289308176,0.7892736486486487,1.0
7.993669670608433,3.0942727236027423e-07,0.0899929888646992,256,69.81132075471699,0.795045045045045,1.0
15.9941724133216,0.010989271985846205,0.04841147203573337,787,74.21383647798743,0.7832676426426426,1.0
9.984472020092038,0.021688847748620566,0.06476798959240682,350,72.95597484276729,0.789602102102102,1.0
3.982756073216734,3.0942727236027423e-07,0.019230831073263288,63,69.81132075471699,0.6302552552552553,1.0
5.979514190680639,0.02255638928147449,0.008547121776570132,156,69.93464052287581,0.7233483483483483,0.9622641509433962
11.991907688148377,0.07113964340311152,0.049548513321331256,479,72.95597484276729,0.7997372372372373,1.0
3.973825993274351,3.0942727236027423e-07,0.00946985167718073,70,69.81132075471699,0.7329204204204204,1.0
7.994465727842474,3.0942727236027423e-07,0.06732130163744443,263,69.81132075471699,0.7447447447447446,1.0
5.997730119721743,3.0942727236027423e-07,0.015384735354990187,170,69.81132075471699,0.7706456456456456,1.0
3.975023054269462,3.0942727236027423e-07,0.07407428669393634,72,69.81132075471699,0.6775525525525525,1.0
9.997436558773138,0.016772985347296543,0.0920264172582872,350,72.32704402515724,0.7969219219219219,1.0
5.997562365744617,3.0942727236027423e-07,0.08013286643006667,149,69.81132075471699,0.7445570570570571,1.0
11.995906109885844,0.06015037141726531,0.05799889749513709,488,72.32704402515724,0.7728978978978979,1.0
3.9876503373698364,3.0942727236027423e-07,0.09158631576852394,96,69.81132075471699,0.6146771771771772,1.0
5.995557398346298,3.0942727236027423e-07,0.11629477018739132,163,69.81132075471699,0.7608858858858859,1.0
3.9873209199697452,3.0942727236027423e-07,0.15086232582097392,74,69.81132075471699,0.6670420420420421,1.0
5.980255546178805,3.0942727236027423e-07,0.11517339756562694,166,69.81132075471699,0.7353603603603605,1.0
3.9993043800579615,3.0942727236027423e-07,0.22937875735558932,74,69.81132075471699,0.6863738738738738,1.0
5.964239463558343,3.0942727236027423e-07,0.17619062305360056,156,69.81132075471699,0.68506006006006,1.0
