achieved epsilon,fairness gap,query fairness gap,number answered,student accuracy,coverage,sigma1,sigma2,threshold
2.9970497525578983e+00,0.03792059195134273,0.12607563093632113,183,66.9,1.0,100.0,10.0,130.0
7.9927807365654875e+00,0.09840203389642832,0.09227180983153771,1254,84.94397759103641,0.952,100.0,10.0,130.0
4.985876126084555e+00,0.1090667787530839,0.14998830437862487,538,83.32201086956522,0.9813333333333333,100.0,10.0,130.0
9.594304018205736e-01,0.0005394942803536029,0.5555549382722909,10,54.2,1.0,100.0,10.0,130.0
8.992818433987058e+00,0.08970131368080153,0.0837670417597779,1505,84.06896551724138,0.9666666666666667,100.0,10.0,130.0
5.992566104239127e+00,0.1226970533906892,0.14799421565352033,743,83.97177419354838,0.992,100.0,10.0,130.0
1.9942171021382908e+00,0.09236193318780084,0.20238096782877824,86,62.5,1.0,100.0,10.0,130.0
3.9884391793979184e+00,0.11671477946550404,0.12197377987693153,358,76.3,1.0,100.0,10.0,130.0
2.9970497525578983e+00,0.03792059195134273,0.12607563093632113,183,66.9,1.0,100.0,10.0,130.0
9.997837184501186e+00,0.09845127905701828,0.09387779898267279,1865,86.06331727460427,0.9686666666666667,100.0,10.0,130.0
6.9943677706989895e+00,0.11932791138827165,0.14979531213246833,958,84.5788043478261,0.9813333333333333,100.0,10.0,130.0
9.594304018205736e-01,0.0005394942803536029,0.5555549382722909,10,54.2,1.0,100.0,10.0,130.0
4.999275310067725e+00,0.13104443762181955,0.18370071683042682,557,82.5,1.0,100.0,10.0,130.0
1.9942171021382908e+00,0.09236193318780084,0.20238096782877824,86,62.5,1.0,100.0,10.0,130.0
7.996439979284331e+00,0.13154686809002158,0.14641685306089042,1274,85.11283260357023,0.9896666666666667,100.0,10.0,130.0
5.986967091674881e+00,0.13174009792617342,0.17652657048501486,773,83.66666666666667,1.0,100.0,10.0,130.0
3.9884391793979184e+00,0.11671477946550404,0.12197377987693153,358,76.3,1.0,100.0,10.0,130.0
2.9970497525578983e+00,0.03792059195134273,0.12607563093632113,183,66.9,1.0,100.0,10.0,130.0
8.99772322712366e+00,0.13183664183222982,0.13032732374517975,1521,84.99156829679595,0.9883333333333333,100.0,10.0,130.0
9.988702030731726e+00,0.12265193227533427,0.12859480776940774,1838,85.75737265415549,0.9946666666666667,100.0,10.0,130.0
